length,diameter,height,wholeweight,shuckedweight,visceraweight,shellweight,sx_F,sx_I,sx_M
425.0,345.0,125.0,425.0,0.16,0.0795,154.0,0,1,0
485.0,0.37,0.13,458.0,181.0,113.0,136.0,0,1,0
0.37,285.0,0.1,228.0,0.0675,0.0675,81.0,0,0,1
195.0,145.0,0.05,32.0,0.01,8.0,12.0,0,0,1
495.0,0.37,125.0,0.4775,185.0,0.0705,169.0,0,1,0
0.47,355.0,0.14,433.0,0.1525,95.0,152.0,1,0,0
0.5,385.0,115.0,0.6785,0.2945,138.0,195.0,1,0,0
525.0,405.0,0.16,658.0,0.2655,0.1125,225.0,1,0,0
425.0,335.0,95.0,322.0,0.1205,61.0,125.0,1,0,0
0.34,265.0,85.0,0.1835,77.0,46.0,65.0,0,0,1
0.46,365.0,125.0,467.0,0.1895,0.0945,158.0,0,0,1
0.36,295.0,0.1,0.2105,66.0,0.0525,75.0,0,0,1
355.0,0.26,85.0,0.1905,81.0,0.0485,55.0,0,0,1
0.51,0.4,0.13,0.5735,219.0,0.1365,195.0,1,0,0
0.33,255.0,95.0,0.1875,0.0735,45.0,0.06,0,0,1
0.45,0.34,0.13,0.3715,0.1605,0.0795,105.0,0,0,1
445.0,0.33,0.12,347.0,0.12,84.0,105.0,0,1,0
255.0,0.18,65.0,79.0,34.0,14.0,25.0,0,0,1
335.0,245.0,0.09,0.1665,0.0595,0.04,0.06,0,1,0
535.0,0.45,0.17,781.0,0.3055,0.1555,295.0,0,1,0
415.0,0.34,0.13,0.3675,146.0,0.0885,0.12,1,0,0
0.45,0.35,145.0,0.5425,0.1765,123.0,175.0,1,0,0
0.49,0.39,0.15,573.0,225.0,124.0,0.17,0,0,1
0.37,275.0,0.1,0.2225,93.0,26.0,0.08,1,0,0
485.0,0.37,0.14,0.5725,204.0,0.1415,175.0,0,0,1
535.0,0.4,0.15,0.8045,0.3345,0.2125,0.21,1,0,0
535.0,405.0,125.0,927.0,0.26,0.1425,345.0,1,0,0
0.43,325.0,115.0,0.3865,0.1475,0.1065,0.11,1,0,0
315.0,0.23,0.09,0.1285,43.0,0.04,0.04,0,1,0
155.0,105.0,0.05,0.0175,5.0,0.0035,5.0,0,1,0
0.28,205.0,0.1,0.1165,0.0545,0.0285,0.03,0,0,1
0.43,335.0,0.12,444.0,155.0,0.1145,0.14,1,0,0
395.0,315.0,105.0,0.3515,0.1185,91.0,0.1195,1,0,0
0.4,0.3,125.0,417.0,191.0,0.09,0.1175,0,0,1
345.0,0.26,0.09,207.0,0.0775,0.0435,0.0765,1,0,0
355.0,265.0,85.0,201.0,69.0,53.0,0.0695,0,0,1
0.29,205.0,0.07,0.0975,36.0,19.0,35.0,0,1,0
0.15,0.1,25.0,15.0,0.0045,4.0,5.0,0,1,0
555.0,455.0,0.16,1.0575,0.3925,228.0,293.0,0,0,1
0.49,0.36,0.11,0.5005,161.0,107.0,195.0,1,0,0
0.52,0.4,0.12,0.6515,261.0,0.2015,165.0,1,0,0
525.0,0.4,0.13,0.8295,0.2405,0.1825,275.0,0,0,1
545.0,0.42,0.13,879.0,374.0,0.1695,0.23,0,0,1
0.52,385.0,115.0,669.0,0.2385,172.0,205.0,0,0,1
0.36,265.0,0.09,0.2065,78.0,57.0,0.06,1,0,0
0.52,405.0,0.14,0.8175,0.2795,183.0,0.26,1,0,0
0.53,415.0,0.13,0.8425,275.0,0.1945,265.0,0,0,1
0.53,0.42,0.13,1001.0,0.34,226.0,265.0,1,0,0
485.0,355.0,0.12,547.0,215.0,0.1615,0.14,0,0,1
0.57,0.44,155.0,1116.0,0.4775,0.2315,0.27,0,0,1
0.57,0.43,0.12,1.0615,348.0,167.0,0.31,0,0,1
0.54,0.44,135.0,959.0,0.2385,221.0,0.3,1,0,0
545.0,0.45,0.15,978.0,0.3365,0.1905,0.3,0,0,1
0.55,0.43,155.0,785.0,289.0,227.0,233.0,1,0,0
485.0,375.0,0.14,521.0,0.2,123.0,0.17,0,1,0
465.0,0.35,0.14,0.5755,0.2015,0.1505,0.19,0,0,1
0.56,0.41,165.0,0.93,0.3505,237.0,0.3,0,0,1
505.0,385.0,0.15,0.6415,246.0,152.0,215.0,0,0,1
0.55,415.0,175.0,1042.0,0.3295,0.2325,0.2905,0,0,1
505.0,0.39,0.16,644.0,0.2475,0.2025,0.1635,1,0,0
0.57,465.0,0.16,0.8935,0.3145,0.2575,263.0,1,0,0
0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,0,0,1
0.52,0.42,0.16,745.0,255.0,157.0,0.2885,0,0,1
0.45,335.0,125.0,349.0,119.0,0.1055,115.0,0,0,1
425.0,0.33,0.13,0.4405,152.0,0.0935,155.0,0,0,1
405.0,305.0,0.12,0.3185,0.1235,0.0905,95.0,0,0,1
0.49,365.0,0.13,0.6835,165.0,0.1315,205.0,1,0,0
335.0,0.25,0.08,183.0,0.0735,0.04,0.0575,0,1,0
0.36,0.3,85.0,0.27,0.1185,64.0,0.0745,0,1,0
365.0,275.0,135.0,0.24,108.0,0.0445,0.0735,0,1,0
395.0,0.29,95.0,304.0,127.0,84.0,77.0,0,1,0
475.0,365.0,125.0,0.5465,229.0,0.1185,172.0,0,1,0
0.48,365.0,135.0,0.6395,0.2945,113.0,175.0,1,0,0
0.49,385.0,125.0,609.0,0.3065,96.0,0.1775,0,0,1
0.55,0.43,125.0,923.0,0.4035,175.0,283.0,1,0,0
555.0,435.0,145.0,0.9685,0.4985,168.0,0.2385,0,0,1
0.59,475.0,165.0,1077.0,0.4545,244.0,0.3095,0,0,1
605.0,475.0,175.0,1382.0,609.0,0.2325,0.3985,1,0,0
0.63,505.0,165.0,1.26,0.4525,0.2755,406.0,0,0,1
655.0,0.58,205.0,2.0805,959.0,0.3415,601.0,0,0,1
0.66,0.53,0.17,1.3905,0.5905,212.0,453.0,0,0,1
0.67,585.0,0.16,1309.0,0.5445,0.2945,413.0,1,0,0
675.0,525.0,0.17,1.8095,784.0,391.0,455.0,1,0,0
685.0,0.54,0.16,1.6675,833.0,0.3775,475.0,1,0,0
0.73,595.0,0.23,2.8255,1.1465,419.0,897.0,0,0,1
205.0,0.14,0.05,46.0,0.0165,12.0,0.0135,0,1,0
0.24,175.0,55.0,0.0705,25.0,14.0,21.0,0,1,0
255.0,0.19,0.05,83.0,0.0295,0.0215,27.0,0,1,0
255.0,0.18,55.0,83.0,31.0,0.0215,0.02,0,1,0
315.0,0.23,0.07,144.0,53.0,0.0305,0.04,0,1,0
0.33,265.0,85.0,196.0,0.0775,0.0305,0.0445,0,1,0
335.0,0.25,75.0,0.1825,0.0705,44.0,55.0,0,1,0
345.0,265.0,0.1,0.2455,111.0,0.0535,65.0,0,1,0
385.0,265.0,0.08,251.0,124.0,37.0,0.07,0,1,0
0.41,0.31,0.09,339.0,155.0,0.0695,0.09,0,1,0
415.0,0.33,0.09,0.3595,0.17,81.0,0.09,0,1,0
425.0,0.34,0.1,382.0,164.0,96.0,0.1,0,1,0
0.43,325.0,0.09,425.0,217.0,87.0,95.0,0,1,0
445.0,0.35,0.13,0.4195,0.1695,0.0945,0.1195,0,1,0
0.45,0.36,0.13,478.0,191.0,127.0,137.0,0,1,0
0.45,355.0,105.0,0.4445,197.0,93.0,0.1335,0,1,0
0.45,345.0,0.11,0.47,0.2355,0.0855,0.1135,0,1,0
0.45,335.0,105.0,447.0,0.2335,153.0,119.0,0,1,0
455.0,375.0,0.12,497.0,0.2355,0.1055,0.1295,0,1,0
0.46,0.36,0.1,0.4635,0.2325,93.0,115.0,0,1,0
0.46,345.0,105.0,449.0,196.0,0.0945,0.1265,0,1,0
465.0,365.0,115.0,467.0,0.2315,0.0925,113.0,0,1,0
465.0,0.37,115.0,534.0,261.0,98.0,143.0,0,1,0
465.0,345.0,0.11,0.4415,0.1755,0.0905,0.12,0,1,0
0.48,385.0,145.0,0.64,0.2925,0.1405,0.1575,0,0,1
0.48,0.36,0.1,439.0,194.0,99.0,115.0,0,0,1
0.5,0.39,135.0,0.6595,0.3145,0.1535,0.1565,0,0,1
505.0,0.39,0.15,685.0,362.0,131.0,156.0,0,1,0
505.0,0.41,125.0,642.0,289.0,133.0,155.0,0,0,1
0.51,375.0,0.1,0.5785,238.0,0.1225,175.0,0,1,0
525.0,0.4,0.14,0.7325,334.0,0.1575,0.17,0,0,1
0.53,425.0,0.15,0.8495,328.0,232.0,202.0,1,0,0
0.55,445.0,155.0,0.9905,544.0,178.0,218.0,1,0,0
0.57,0.46,0.17,0.9035,0.4075,0.1935,214.0,0,0,1
0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29,1,0,0
0.59,0.47,0.16,1206.0,479.0,0.2425,309.0,0,0,1
595.0,0.45,0.15,1114.0,0.5865,0.2205,0.25,1,0,0
595.0,475.0,165.0,1213.0,621.0,0.2435,274.0,0,0,1
0.62,0.51,0.18,1.3315,594.0,276.0,388.0,1,0,0
625.0,0.5,165.0,1288.0,573.0,0.3035,315.0,1,0,0
0.64,505.0,155.0,1.4025,705.0,0.2655,335.0,0,0,1
0.64,0.5,0.17,1.5175,693.0,326.0,409.0,1,0,0
645.0,515.0,0.15,1212.0,515.0,0.2055,385.0,1,0,0
0.65,495.0,0.16,1304.0,0.57,312.0,0.3725,0,0,1
0.66,495.0,195.0,1.6275,594.0,0.3595,485.0,0,0,1
675.0,0.57,225.0,1587.0,739.0,0.2995,435.0,1,0,0
0.69,505.0,0.2,1872.0,893.0,0.4015,0.48,0,0,1
695.0,535.0,175.0,1.8385,0.8035,396.0,503.0,1,0,0
715.0,565.0,175.0,1.9525,0.7645,0.4185,0.4135,0,0,1
765.0,0.6,0.22,2302.0,1007.0,509.0,0.6205,0,0,1
185.0,0.13,45.0,29.0,12.0,0.0075,0.0095,0,1,0
0.2,155.0,0.04,0.0435,0.0155,9.0,7.0,0,1,0
275.0,195.0,65.0,106.0,54.0,0.02,28.0,0,1,0
0.28,0.21,85.0,0.1075,0.0415,24.0,34.0,0,1,0
375.0,275.0,0.1,0.2325,0.1165,42.0,65.0,0,1,0
405.0,0.3,0.11,0.32,172.0,44.0,93.0,0,1,0
0.41,0.3,0.1,282.0,0.1255,57.0,0.0875,0,1,0
0.41,325.0,0.1,0.3245,132.0,72.0,106.0,0,1,0
0.42,0.3,105.0,316.0,0.1255,0.07,0.1035,0,1,0
0.43,335.0,0.12,397.0,0.1985,0.0865,0.1035,0,0,1
435.0,0.33,0.11,413.0,0.2055,96.0,96.0,0,1,0
0.44,0.33,0.11,0.3705,0.1545,84.0,0.12,0,1,0
445.0,335.0,0.11,411.0,0.1985,0.0935,109.0,0,1,0
0.45,0.34,0.12,0.4925,241.0,0.1075,0.12,0,1,0
0.45,0.33,0.1,411.0,0.1945,0.1,98.0,0,1,0
0.47,0.36,105.0,544.0,0.27,0.1395,129.0,0,0,1
0.48,0.38,125.0,0.6245,0.3395,0.1085,0.1665,0,1,0
0.5,375.0,0.12,542.0,215.0,116.0,0.17,0,1,0
0.5,0.39,125.0,0.5215,0.2485,117.0,131.0,0,0,1
0.51,0.4,125.0,0.5575,0.2615,0.1195,0.1525,0,1,0
0.51,0.38,115.0,0.5155,215.0,0.1135,166.0,0,1,0
525.0,0.4,0.13,0.6455,325.0,0.1245,0.17,0,1,0
0.55,425.0,0.15,0.8315,411.0,0.1765,0.2165,0,0,1
0.56,415.0,145.0,852.0,0.43,0.1885,205.0,0,0,1
0.57,0.44,0.15,755.0,0.3425,0.16,224.0,0,1,0
575.0,0.45,0.16,1068.0,556.0,214.0,0.2575,1,0,0
575.0,435.0,0.13,805.0,0.3155,0.2155,245.0,0,1,0
575.0,445.0,145.0,847.0,415.0,0.1945,0.22,0,0,1
0.58,0.45,0.14,0.9615,486.0,0.1815,253.0,0,0,1
585.0,0.46,145.0,0.9335,478.0,0.1825,235.0,0,0,1
0.59,0.47,0.15,0.9955,481.0,232.0,0.24,0,0,1
0.6,465.0,0.15,1.1025,0.5455,262.0,0.25,1,0,0
0.6,465.0,155.0,1.0165,512.0,0.2465,225.0,0,0,1
615.0,0.46,0.17,1.0565,0.4815,272.0,0.27,0,0,1
645.0,0.53,195.0,1.39,0.6465,0.2945,0.3735,0,0,1
655.0,0.51,175.0,1415.0,0.5885,0.3725,364.0,1,0,0
665.0,0.5,0.17,1.2975,0.6035,291.0,0.3595,0,1,0
0.69,0.53,0.21,1583.0,0.7355,405.0,0.3865,0,0,1
0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,1,0,0
0.7,565.0,0.18,1751.0,895.0,0.3355,446.0,0,0,1
0.7,575.0,0.19,2273.0,1095.0,418.0,638.0,0,0,1
705.0,0.55,0.17,1219.0,0.6395,236.0,301.0,1,0,0
0.71,0.56,0.18,1652.0,735.0,381.0,0.4525,1,0,0
725.0,505.0,185.0,1978.0,1026.0,0.4255,0.4505,0,0,1
0.75,0.57,0.21,2236.0,1109.0,0.5195,545.0,1,0,0
345.0,255.0,95.0,0.1945,0.0925,37.0,55.0,0,1,0
345.0,255.0,85.0,0.2005,105.0,37.0,0.05,0,1,0
0.36,0.27,85.0,196.0,0.0875,35.0,64.0,0,1,0
365.0,0.27,85.0,196.0,0.0825,0.0375,0.06,0,1,0
365.0,265.0,85.0,213.0,0.0945,49.0,0.06,0,1,0
0.37,0.29,0.09,0.2445,89.0,0.0655,75.0,0,1,0
375.0,0.29,95.0,213.0,96.0,41.0,61.0,0,1,0
375.0,275.0,0.09,218.0,93.0,0.0405,0.0755,0,1,0
375.0,0.28,0.08,0.2025,0.0825,48.0,65.0,0,1,0
0.38,0.27,0.08,0.2105,0.0865,42.0,0.07,0,1,0
385.0,0.29,0.09,0.2615,111.0,0.0595,0.0745,0,1,0
0.39,0.3,95.0,0.3265,0.1665,0.0575,89.0,0,1,0
395.0,305.0,105.0,284.0,0.1135,0.0595,0.0945,0,1,0
395.0,295.0,95.0,0.2725,115.0,0.0625,85.0,0,1,0
395.0,0.27,0.1,0.2985,0.1445,61.0,82.0,0,1,0
425.0,325.0,0.11,0.3335,173.0,45.0,0.1,0,1,0
0.44,0.34,0.12,438.0,0.2115,83.0,0.12,0,1,0
0.47,365.0,0.1,411.0,175.0,0.0855,135.0,0,1,0
0.47,355.0,0.18,0.48,0.2055,105.0,0.1505,0,1,0
0.47,355.0,0.12,393.0,167.0,0.0885,115.0,0,1,0
0.48,0.37,125.0,0.5435,244.0,101.0,165.0,0,1,0
495.0,355.0,0.12,0.4965,214.0,0.1045,0.1495,0,1,0
515.0,0.4,135.0,0.6965,0.32,0.1255,175.0,0,1,0
0.52,0.4,0.13,0.5825,233.0,0.1365,0.18,0,1,0
0.53,415.0,0.11,0.5745,0.2525,0.1235,189.0,0,1,0
535.0,435.0,0.15,717.0,0.3475,0.1445,194.0,0,0,1
0.54,0.42,0.14,0.7265,0.3205,0.1445,229.0,0,1,0
545.0,445.0,0.15,0.8,0.3535,163.0,207.0,1,0,0
0.55,425.0,135.0,0.7305,0.3325,0.1545,215.0,0,1,0
555.0,0.43,155.0,0.7395,0.3135,0.1435,0.28,0,1,0
555.0,0.43,0.14,0.7665,341.0,165.0,0.23,0,1,0
0.56,425.0,135.0,0.8205,0.3715,185.0,236.0,0,1,0
0.57,0.46,135.0,0.9795,397.0,0.2525,0.2655,1,0,0
0.57,435.0,0.17,873.0,382.0,183.0,0.2705,0,0,1
575.0,0.46,155.0,892.0,0.4415,176.0,0.22,0,0,1
0.58,455.0,135.0,0.7955,405.0,167.0,204.0,0,0,1
0.58,445.0,0.15,858.0,0.4,156.0,253.0,1,0,0
585.0,475.0,0.15,1065.0,0.5315,199.0,0.2885,0,0,1
595.0,465.0,0.15,0.98,0.4115,196.0,0.2255,1,0,0
0.6,475.0,0.17,1.1315,508.0,272.0,309.0,0,0,1
0.6,475.0,0.15,1.12,565.0,0.2465,0.27,0,1,0
0.6,455.0,145.0,0.8895,419.0,0.1715,269.0,1,0,0
605.0,0.49,0.14,0.9755,419.0,206.0,315.0,0,0,1
615.0,0.47,165.0,1128.0,0.4465,0.2195,0.34,0,0,1
615.0,0.5,0.17,1054.0,0.4845,228.0,295.0,0,0,1
0.62,495.0,0.18,1.2555,0.5765,254.0,355.0,0,0,1
625.0,0.48,155.0,1.2035,0.5865,239.0,0.3185,1,0,0
0.63,485.0,0.17,1.3205,0.5945,345.0,345.0,1,0,0
0.64,525.0,0.18,1.3135,0.4865,0.2995,0.4075,0,0,1
655.0,535.0,205.0,1.6445,0.7305,0.3595,0.46,0,0,1
655.0,0.52,0.19,1.4545,0.6,0.3865,383.0,1,0,0
0.66,495.0,0.21,1548.0,724.0,0.3525,0.3925,1,0,0
0.67,0.53,225.0,1.5615,0.63,487.0,0.3725,1,0,0
0.7,545.0,0.13,1556.0,0.6725,374.0,195.0,1,0,0
705.0,565.0,515.0,2.21,1.1075,0.4865,512.0,0,0,1
745.0,0.57,215.0,2.25,1.1565,446.0,558.0,1,0,0
0.14,105.0,35.0,14.0,0.0055,0.0025,4.0,0,1,0
375.0,0.28,85.0,0.3155,187.0,46.0,67.0,0,1,0
0.4,0.3,0.09,0.2815,0.1185,61.0,0.08,0,1,0
405.0,0.3,105.0,304.0,0.1455,61.0,0.0805,0,1,0
415.0,315.0,115.0,0.3895,0.2015,65.0,103.0,0,0,1
0.43,0.34,105.0,0.4405,0.2385,0.0745,0.1075,0,1,0
0.47,355.0,0.12,0.3685,126.0,0.0835,0.1365,0,1,0
485.0,0.39,85.0,0.6435,0.2945,103.0,198.0,0,0,1
505.0,0.38,135.0,0.6855,361.0,0.1565,161.0,1,0,0
515.0,0.4,125.0,0.5625,0.25,0.1245,0.17,0,1,0
0.52,0.4,125.0,559.0,254.0,139.0,149.0,0,0,1
0.55,0.43,0.14,0.84,375.0,218.0,0.1945,1,0,0
0.57,445.0,0.15,0.9875,504.0,207.0,249.0,0,0,1
575.0,465.0,0.15,1.08,595.0,0.2065,238.0,0,0,1
575.0,0.46,165.0,0.9155,0.4005,0.2465,0.2385,0,0,1
0.58,0.46,175.0,1165.0,0.65,0.2205,0.3055,1,0,0
0.58,435.0,0.14,953.0,475.0,0.2165,0.2095,1,0,0
0.59,0.44,0.15,0.8725,387.0,215.0,245.0,0,0,1
0.6,465.0,0.2,1259.0,0.6405,0.1985,357.0,0,0,1
605.0,485.0,0.16,1201.0,417.0,0.2875,0.38,1,0,0
0.61,485.0,0.17,1.1005,0.5125,229.0,305.0,1,0,0
0.63,0.49,225.0,1336.0,0.6805,259.0,0.3245,1,0,0
645.0,0.51,155.0,1539.0,0.6405,0.3585,0.43,0,0,1
0.65,0.5,0.16,1.3825,702.0,304.0,0.3195,1,0,0
0.68,0.5,185.0,1741.0,0.7665,0.3255,0.4685,1,0,0
295.0,215.0,0.07,121.0,47.0,0.0155,0.0405,0,1,0
305.0,225.0,0.09,0.1465,63.0,34.0,0.0415,0,1,0
0.36,265.0,75.0,0.1845,83.0,0.0365,55.0,0,1,0
0.37,0.27,95.0,0.2175,97.0,46.0,65.0,0,1,0
0.38,0.29,0.1,237.0,108.0,0.0395,82.0,0,1,0
385.0,0.29,0.09,0.2365,0.1,0.0505,76.0,0,1,0
385.0,0.3,0.09,308.0,0.1525,56.0,0.0835,0,1,0
0.39,0.29,0.1,0.2225,95.0,0.0465,73.0,0,1,0
425.0,325.0,0.11,317.0,135.0,48.0,0.09,0,1,0
435.0,335.0,0.1,0.3295,129.0,0.07,0.11,0,1,0
435.0,325.0,0.11,367.0,0.1595,0.08,105.0,0,1,0
455.0,0.36,115.0,457.0,0.2085,0.0855,147.0,0,1,0
0.46,0.35,0.11,0.4,176.0,83.0,0.1205,0,1,0
475.0,0.36,0.1,0.4285,0.1965,99.0,112.0,0,0,1
485.0,375.0,0.13,0.6025,0.2935,0.1285,0.16,0,1,0
0.49,375.0,115.0,0.4615,204.0,0.0945,143.0,0,1,0
495.0,0.37,125.0,0.4715,0.2075,91.0,0.15,0,1,0
0.5,0.4,0.12,616.0,261.0,143.0,0.1935,0,1,0
0.5,0.39,0.12,0.5955,0.2455,147.0,173.0,0,1,0
515.0,375.0,0.11,0.6065,0.3005,131.0,0.15,1,0,0
515.0,0.39,125.0,0.5705,238.0,0.1265,185.0,0,1,0
0.52,0.41,145.0,646.0,0.2965,0.1595,165.0,0,1,0
0.53,0.4,145.0,555.0,0.1935,0.1305,195.0,0,1,0
0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,0,1,0
545.0,375.0,0.12,543.0,0.2375,0.1155,0.1725,0,1,0
545.0,0.42,125.0,717.0,358.0,112.0,0.22,0,1,0
0.55,0.42,135.0,816.0,0.3995,0.1485,0.23,0,1,0
0.55,415.0,145.0,0.7815,373.0,0.16,0.2215,0,1,0
0.56,0.44,0.13,0.7235,349.0,149.0,0.2,0,1,0
565.0,0.42,155.0,743.0,0.31,186.0,231.0,0,1,0
565.0,0.44,0.15,863.0,435.0,149.0,0.27,1,0,0
0.57,0.45,0.14,795.0,0.3385,148.0,245.0,0,0,1
0.57,0.43,145.0,833.0,354.0,144.0,0.2815,0,1,0
575.0,445.0,0.17,0.8015,0.3475,0.1465,0.25,0,1,0
575.0,0.44,0.16,0.9615,483.0,166.0,275.0,0,0,1
0.58,435.0,0.15,834.0,428.0,0.1515,0.23,1,0,0
0.58,0.46,155.0,1.0335,469.0,0.2225,295.0,0,0,1
595.0,435.0,0.15,0.9,0.4175,0.17,265.0,1,0,0
595.0,0.45,145.0,959.0,463.0,0.2065,0.2535,0,0,1
0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,0,1,0
605.0,475.0,145.0,884.0,0.3835,0.1905,0.27,0,0,1
0.61,465.0,0.16,1.0725,0.4835,0.2515,0.28,1,0,0
0.61,0.47,0.16,1022.0,449.0,0.2345,0.2945,0,0,1
0.61,485.0,0.18,1.2795,0.5735,0.2855,355.0,1,0,0
0.62,515.0,155.0,1.3255,0.6685,0.2605,335.0,1,0,0
0.63,0.49,0.17,1.1745,0.5255,273.0,339.0,0,0,1
645.0,0.51,0.16,1.2415,0.5815,276.0,315.0,1,0,0
645.0,0.48,0.19,1371.0,0.6925,0.2905,0.35,1,0,0
655.0,0.55,0.18,1274.0,586.0,281.0,365.0,0,0,1
655.0,0.51,0.15,1043.0,0.4795,223.0,305.0,1,0,0
655.0,505.0,0.19,1.3485,0.5935,0.2745,425.0,1,0,0
0.66,0.51,165.0,1.6375,0.7685,0.3545,0.3925,0,0,1
0.67,0.55,155.0,1566.0,858.0,339.0,354.0,1,0,0
0.68,0.51,0.2,1.6075,714.0,339.0,0.4705,1,0,0
685.0,0.52,0.15,1.3735,0.7185,293.0,0.32,0,0,1
685.0,565.0,175.0,1638.0,0.7775,375.0,438.0,1,0,0
0.71,0.57,195.0,1.9805,0.9925,0.4925,0.48,1,0,0
0.72,0.57,0.2,1.8275,919.0,366.0,485.0,0,0,1
0.75,565.0,215.0,1938.0,0.7735,0.4825,575.0,1,0,0
0.77,0.62,195.0,2.5155,1.1155,0.6415,642.0,0,0,1
775.0,0.63,0.25,2.7795,1.3485,0.76,578.0,0,0,1
445.0,0.32,0.12,414.0,199.0,0.09,117.0,0,0,1
465.0,325.0,0.14,0.7615,362.0,0.1535,209.0,0,1,0
465.0,0.36,115.0,0.5795,295.0,0.1395,0.12,0,0,1
0.49,355.0,0.16,0.8795,0.3485,215.0,0.2825,1,0,0
515.0,0.35,155.0,0.9225,0.4185,198.0,273.0,0,0,1
525.0,365.0,0.17,0.9605,438.0,0.2225,276.0,0,0,1
525.0,0.38,125.0,0.65,303.0,155.0,159.0,0,0,1
0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105,0,0,1
0.57,455.0,175.0,1.02,0.4805,0.2145,0.29,0,0,1
575.0,0.44,185.0,1025.0,0.5075,0.2245,0.2485,0,0,1
0.58,0.43,0.17,1.48,0.6535,324.0,0.4155,1,0,0
585.0,455.0,145.0,953.0,0.3945,0.2685,258.0,0,0,1
615.0,455.0,145.0,1.1155,0.5045,238.0,315.0,1,0,0
625.0,495.0,175.0,1254.0,0.5815,286.0,0.3185,0,0,1
635.0,495.0,195.0,1172.0,445.0,0.3115,0.3475,0,0,1
665.0,515.0,185.0,1.3405,0.5595,293.0,0.4375,1,0,0
685.0,535.0,175.0,1.5845,0.7175,0.3775,0.4215,1,0,0
695.0,0.53,0.19,1726.0,0.7625,436.0,455.0,0,0,1
0.24,0.18,55.0,0.0555,0.0235,13.0,18.0,0,1,0
0.39,0.31,105.0,0.2665,0.1185,0.0525,81.0,0,1,0
0.41,315.0,95.0,0.2805,114.0,0.0345,0.11,0,1,0
0.41,335.0,105.0,0.3305,0.1405,64.0,105.0,0,1,0
415.0,0.31,0.09,0.2815,0.1245,0.0615,85.0,0,1,0
435.0,335.0,0.1,0.3245,135.0,0.0785,98.0,0,1,0
465.0,0.37,0.11,445.0,0.1635,96.0,166.0,0,1,0
0.47,375.0,0.12,487.0,196.0,99.0,135.0,0,1,0
475.0,0.34,105.0,0.4535,203.0,0.08,0.1465,0,1,0
485.0,385.0,0.13,568.0,0.2505,178.0,154.0,0,1,0
495.0,0.38,135.0,0.5095,0.2065,0.1165,165.0,0,1,0
495.0,375.0,0.14,494.0,181.0,0.0975,191.0,0,1,0
0.51,0.4,0.12,0.7005,347.0,0.1105,195.0,1,0,0
515.0,415.0,135.0,0.7125,285.0,152.0,245.0,0,1,0
515.0,0.42,0.15,0.6725,0.2555,0.1335,235.0,0,1,0
515.0,385.0,0.11,0.5785,253.0,0.16,0.14,0,0,1
0.52,0.41,0.11,0.5185,0.2165,0.0915,184.0,0,1,0
0.52,415.0,0.14,0.6375,308.0,0.1335,168.0,0,1,0
0.52,0.38,115.0,0.6645,0.3285,0.17,0.1425,0,1,0
0.52,385.0,115.0,581.0,0.2555,156.0,143.0,0,1,0
525.0,405.0,145.0,0.6965,0.3045,0.1535,0.21,0,1,0
0.53,405.0,0.12,632.0,0.2715,148.0,0.1875,0,1,0
0.54,395.0,135.0,0.6555,0.2705,155.0,192.0,0,1,0
545.0,425.0,0.14,0.8145,305.0,231.0,244.0,0,1,0
0.55,435.0,0.14,0.7995,295.0,0.1905,238.0,0,1,0
0.55,0.45,0.13,804.0,0.3375,0.1405,0.23,0,1,0
555.0,435.0,0.14,0.7495,341.0,0.1645,214.0,0,0,1
565.0,415.0,125.0,667.0,302.0,0.1545,185.0,0,0,1
0.57,0.46,155.0,1.0005,454.0,205.0,265.0,0,0,1
0.57,0.44,175.0,0.9415,0.3805,0.2285,283.0,0,0,1
575.0,0.45,0.13,785.0,318.0,193.0,0.2265,0,0,1
575.0,465.0,175.0,1099.0,0.4735,202.0,0.35,1,0,0
575.0,0.45,135.0,0.8715,0.45,162.0,225.0,0,1,0
575.0,0.45,135.0,0.8245,0.3375,0.2115,239.0,0,1,0
575.0,0.43,155.0,0.7955,0.3485,0.1925,0.22,1,0,0
0.58,0.44,0.15,1.0465,518.0,0.2185,0.2795,0,0,1
0.58,0.44,145.0,0.7905,0.3525,0.1645,242.0,0,1,0
0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485,0,0,1
0.6,0.47,135.0,0.97,0.4655,0.1955,264.0,1,0,0
605.0,0.47,0.18,1.1155,479.0,0.2565,321.0,0,0,1
0.62,0.49,0.16,1035.0,0.44,0.2525,285.0,0,0,1
0.62,495.0,195.0,1.5145,579.0,346.0,0.5195,0,0,1
0.62,485.0,155.0,1.0295,425.0,0.2315,335.0,0,0,1
625.0,445.0,0.16,1.09,0.46,0.2965,304.0,1,0,0
635.0,525.0,0.16,1195.0,0.5435,246.0,335.0,0,0,1
655.0,515.0,0.18,1412.0,0.6195,0.2485,497.0,1,0,0
665.0,525.0,0.18,1429.0,0.6715,0.29,0.4,0,0,1
0.67,0.53,205.0,1.4015,643.0,0.2465,416.0,1,0,0
